IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.754
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.746
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.655
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.642
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.604
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.596
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.56
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.516
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.475
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.392
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.417
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.422
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.396
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.334
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.281
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.272
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.12
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.031
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.985
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.998
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.921
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.92
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.897
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.853
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",288,"Ghana","GH","GHA",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.813
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1.331
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.9
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.755
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.661
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.587
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.424
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.378
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.312
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.181
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.123
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.376
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.624
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.535
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.56
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.54
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.392
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.376
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.312
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.369
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.37
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.251
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.068
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.281
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.207
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.094
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.691
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.761
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.767
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.871
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.919
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.837
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.194
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.332
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.085
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",292,"Gibraltar","GI","GIB",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.929
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.248
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.756
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.557
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.509
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.462
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.547
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.839
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.819
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.738
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.662
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.722
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.122
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.105
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.996
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.018
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.002
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.001
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.058
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.12
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.142
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2.018
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.53
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.407
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.343
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.255
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.31
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.516
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.494
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.492
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.495
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.986
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.598
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.633
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.504
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.473
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",296,"Kiribati","KI","KIR",76,"2025",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.435
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.421
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.515
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.515
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.502
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.523
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.487
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.477
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.509
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.488
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.494
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.523
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.596
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.272
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.245
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",300,"Greece","GR","GRC",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.283
